Age,Gender,Sexuality,Ethnicity,EdLevel,CompanySize,Country,Employment,DevType(Position),Currency,CurrencySymbol,Salary,SalaryFreq,DollarizedSalary,YearsCode,YearsCodePro,OperatingSystem,DatabaseWantToWorkWith,DatabaseHaveWorkedWith,FrameworkWantToWorkWith,FrameworkHaveWorkedWith,LanguageWantToWorkWith,LanguageHaveWorkedWith,PlatformWantToWorkWith,PlatformHaveWorkedWith,SurveyYear
45-54 years old,Man,Straight / Heterosexual,White,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","10,000 or more employees",USA,"Employed, full-time","Developer, front-end;Engineer, data;Developer, full-stack;Developer, back-end;Developer, desktop or enterprise applications;Project manager;Data or business analyst;Designer",United States dollar,USD,,,,38,22,Windows,,Microsoft SQL Server,,,C#;JavaScript,SQL,,,2022
25-34 years old,Man,Straight / Heterosexual,White,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",,USA,"Employed, full-time;Student, part-time",Data or business analyst,,,,,,16,,Windows,Microsoft SQL Server;PostgreSQL;SQLite,Microsoft SQL Server;SQLite,,,Python;Rust;SQL,Python;R;SQL,,,2022
25-34 years old,Man,Straight / Heterosexual,European,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",2 to 9 employees,Germany,"Employed, full-time","Developer, full-stack",European Euro,EUR,70000.0,Yearly,74651.0,15,7,Windows,PostgreSQL;SQLite,Microsoft SQL Server;PostgreSQL;SQLite,Phoenix,Angular;Phoenix,Elixir;Erlang;HTML/CSS;Kotlin;TypeScript,Elixir;Erlang;HTML/CSS;Java;JavaScript;Kotlin;PHP;PowerShell;TypeScript,,,2022
25-34 years old,"Non-binary, genderqueer, or gender non-conforming",Bisexual;Queer,White;European,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",100 to 499 employees,Germany,"Employed, full-time","Developer, full-stack",European Euro,EUR,42500.0,Yearly,45324.0,7,7,Linux-based;Windows,MySQL;PostgreSQL,MongoDB;MySQL;PostgreSQL,jQuery,jQuery,Bash/Shell;Java;JavaScript,Bash/Shell;HTML/CSS;Java;JavaScript;SQL,,,2022
25-34 years old,Man,Straight / Heterosexual,Asian,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",500 to 999 employees,Germany,"Employed, full-time","Engineer, data",European Euro,EUR,,Monthly,,9,2,Windows,Microsoft SQL Server;MongoDB,Microsoft SQL Server;MongoDB,,Next.js;Node.js,C#;C++;Go;Kotlin;Python;Scala;SQL,JavaScript;Kotlin;Python;SQL;TypeScript,AWS;Microsoft Azure,Microsoft Azure,2022
25-34 years old,Man,Bisexual,European,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10 to 19 employees,Germany,"Employed, full-time","Developer, full-stack;Cloud infrastructure engineer",European Euro,EUR,4750.0,Monthly,60792.0,10,4,Linux-based;macOS,Elasticsearch;MongoDB;PostgreSQL;Redis,Elasticsearch;MongoDB;PostgreSQL,Angular;Node.js,Angular;Node.js,C#;Go;Java;Python;TypeScript,C#;Groovy;HTML/CSS;Java;JavaScript;Kotlin;Python;TypeScript,AWS,AWS;Google Cloud;Microsoft Azure,2022
Prefer not to say,Prefer not to say,Prefer not to say,Prefer not to say,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","1,000 to 4,999 employees",Canada,"Employed, full-time","Developer, full-stack;Developer, desktop or enterprise applications;Developer, mobile;DevOps specialist;Project manager",Canadian dollar,CAD,,,,20,16,macOS;Windows;Windows Subsystem for Linux (WSL),Microsoft SQL Server;MongoDB;MySQL;SQLite,Microsoft SQL Server;MongoDB;MySQL;SQLite,Angular;ASP.NET;ASP.NET Core ;Blazor;Django;Flask;jQuery;Node.js;React.js;Vue.js,Angular;ASP.NET;ASP.NET Core ;Blazor;Django;Flask;jQuery;Node.js;React.js;Vue.js,Bash/Shell;C;C#;C++;COBOL;HTML/CSS;JavaScript;Kotlin;LISP;Perl;PHP;PowerShell;Python;SQL;Swift;TypeScript;VBA,Bash/Shell;C;C#;C++;COBOL;HTML/CSS;JavaScript;Kotlin;LISP;Perl;PHP;PowerShell;Python;SQL;Swift;TypeScript;VBA,AWS;Google Cloud;Microsoft Azure,AWS;Google Cloud;Microsoft Azure,2022
25-34 years old,Man,Straight / Heterosexual,White;Hispanic or Latino/a;Biracial,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","1,000 to 4,999 employees",USA,"Employed, full-time;Independent contractor, freelancer, or self-employed","Developer, front-end;Developer, full-stack",United States dollar,USD,150500.0,Yearly,150500.0,15,7,macOS;Windows;Windows Subsystem for Linux (WSL),,MongoDB,Express;Next.js;React.js;Vue.js,Express;Next.js;React.js;Vue.js,Bash/Shell;HTML/CSS;JavaScript;Swift;TypeScript,Bash/Shell;HTML/CSS;JavaScript;Swift;TypeScript,Google Cloud;Microsoft Azure,Google Cloud;Microsoft Azure,2022
35-44 years old,Man,Straight / Heterosexual,Indian;Asian,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",,Germany,"Employed, full-time;Student, part-time","Student;Developer, mobile",,,,,,20,,Linux-based;macOS,,,,,Kotlin;Swift,Java;Kotlin;Objective-C;Swift,Firebase,Firebase,2022
25-34 years old,Man,Straight / Heterosexual,European,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2 to 9 employees,USA,"Employed, full-time","Developer, back-end;Developer, desktop or enterprise applications;Engineering manager;Developer, embedded applications or devices;Senior Executive (C-Suite, VP, etc.)",United States dollar,USD,52000.0,Yearly,52000.0,15,8,Windows,Microsoft SQL Server;Redis,Microsoft SQL Server;Redis;SQLite,ASP.NET;ASP.NET Core ;Blazor,ASP.NET;ASP.NET Core ;Blazor;Flask,C;C#;C++;Python;SQL;TypeScript,Bash/Shell;C;C#;C++;Python;SQL;TypeScript,AWS;Microsoft Azure,AWS;Microsoft Azure,2022
Under 18 years old,"Non-binary, genderqueer, or gender non-conforming",Prefer not to say,Asian,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",,USA,"Not employed, but looking for work",Student,,,,,,2,,macOS,Cloud Firestore;MongoDB;PostgreSQL;Redis,Cloud Firestore;MongoDB;MySQL;PostgreSQL;Firebase Realtime Database;Redis;SQLite,Angular;Deno;Fastify;Next.js;Node.js;Nuxt.js;React.js;Svelte;Vue.js,Angular;Angular.js;Deno;Express;Fastify;Gatsby;jQuery;Next.js;Node.js;Nuxt.js;Phoenix;React.js;Svelte;Vue.js,Bash/Shell;C++;Haskell;HTML/CSS;JavaScript;Python;Rust;SQL;TypeScript,Bash/Shell;C#;C++;Elixir;Go;Haskell;HTML/CSS;Java;JavaScript;LISP;Perl;PHP;Python;Rust;SQL;TypeScript,AWS;Firebase;Google Cloud,AWS;DigitalOcean;Firebase;Google Cloud;Heroku;Microsoft Azure,2022
25-34 years old,Man,Straight / Heterosexual,White,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","10,000 or more employees",USA,"Employed, full-time","Developer, front-end;Developer, full-stack;Developer, back-end;Developer, mobile",United States dollar,USD,170000.0,Yearly,170000.0,11,8,macOS,Couchbase;DynamoDB;Elasticsearch;PostgreSQL;Redis,Cassandra;Elasticsearch;IBM DB2;MariaDB;Microsoft SQL Server;MySQL;Oracle;PostgreSQL;Redis;SQLite,Angular;React.js;Svelte,Angular,Bash/Shell;C++;Go;Java;Rust;TypeScript,Bash/Shell;Go;Groovy;Java;Kotlin;Python;TypeScript,AWS;Firebase;Google Cloud,AWS;Firebase,2022
25-34 years old,Man,Straight / Heterosexual,White,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","10,000 or more employees",USA,"Employed, full-time","Developer, front-end;Developer, full-stack",United States dollar,USD,72000.0,Yearly,72000.0,10,2,Windows,MongoDB,MongoDB,Angular;Angular.js;Node.js;React.js;Vue.js,Angular;Angular.js;ASP.NET;Node.js,HTML/CSS;Java;JavaScript;PowerShell;Python;SQL,Bash/Shell;HTML/CSS;Java;JavaScript;PowerShell;Python,,,2022
Prefer not to say,Man,Prefer not to say,I don't know,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",,UK,"Student, full-time",,,,,,,4,,,,,Flask,Flask,HTML/CSS;Java;JavaScript;Python;TypeScript,HTML/CSS;Java;JavaScript;Python,,,2022
25-34 years old,Man,Straight / Heterosexual,Indian,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","10,000 or more employees",India,"Employed, full-time","Developer, back-end",Indian rupee,INR,,,,10,7,Linux-based;Windows;Windows Subsystem for Linux (WSL),DynamoDB;Elasticsearch;Microsoft SQL Server;MongoDB;Oracle;PostgreSQL;Redis,Microsoft SQL Server;Oracle,,,Go;Groovy;Java;Kotlin;Python;TypeScript,Groovy;Java,AWS;Managed Hosting;Microsoft Azure,AWS;Managed Hosting,2022
25-34 years old,Man,Straight / Heterosexual,White,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",100 to 499 employees,USA,"Employed, full-time","Developer, full-stack",United States dollar,USD,85000.0,Yearly,85000.0,9,5,Windows,Microsoft SQL Server;MySQL,IBM DB2;MySQL,ASP.NET Core ;Laravel;Vue.js,Laravel;Vue.js,C#;HTML/CSS;PHP;Rust,HTML/CSS;JavaScript;PHP;TypeScript,DigitalOcean,AWS;DigitalOcean;Google Cloud;Heroku;Microsoft Azure,2022
25-34 years old,Man,Prefer not to say,European;North American,Primary/elementary school,,UK,"Independent contractor, freelancer, or self-employed","Developer, full-stack;Developer, QA or test;Student",,,,,,4,,Windows,Microsoft SQL Server,Microsoft SQL Server,Angular.js;Django;Flask;jQuery;Node.js;React.js,Django;Flask;jQuery;Node.js,C#;HTML/CSS;JavaScript;Python;SQL,HTML/CSS;JavaScript;Python;SQL,Microsoft Azure,Heroku,2022
Under 18 years old,Man,Straight / Heterosexual,White;North American,Primary/elementary school,,USA,"Student, full-time;Not employed, and not looking for work",,,,,,,6,,Windows;Windows Subsystem for Linux (WSL),Cloud Firestore;Redis,Cloud Firestore;Redis,Angular;ASP.NET;ASP.NET Core ;Blazor;Deno;Express;jQuery;Next.js;Node.js;Nuxt.js;React.js;Svelte;Vue.js,Deno;Express;jQuery;Next.js;Node.js;Nuxt.js;React.js;Svelte;Vue.js,Assembly;Bash/Shell;C;C#;C++;Dart;Go;HTML/CSS;JavaScript;Kotlin;PHP;PowerShell;Python;Ruby;Rust;SQL;TypeScript,C;C#;C++;Dart;Go;HTML/CSS;Java;JavaScript;Kotlin;PHP;PowerShell;Python;Rust;SQL;TypeScript,Firebase;Google Cloud,Firebase;Google Cloud,2022
18-24 years old,Man,,Indian,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",500 to 999 employees,India,"Employed, full-time","Developer, full-stack",Indian rupee,INR,90000.0,Monthly,13932.0,4,2,Linux-based;Windows,Elasticsearch;MySQL,MySQL,ASP.NET Core ;React.js,ASP.NET Core ;React.js,C#;Go;HTML/CSS;JavaScript,C#;HTML/CSS;JavaScript,,,2022
35-44 years old,Man,Straight / Heterosexual,White;North American,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","10,000 or more employees",USA,"Employed, full-time","Developer, desktop or enterprise applications;Developer, embedded applications or devices",United States dollar,USD,275000.0,Yearly,275000.0,21,16,Windows;Windows Subsystem for Linux (WSL),,,,,Bash/Shell;C++;Python;Swift,Bash/Shell;C;C++;Objective-C;Python;Swift,Microsoft Azure,Microsoft Azure,2022
35-44 years old,Man,Straight / Heterosexual,European,"Other doctoral degree (Ph.D., Ed.D., etc.)","5,000 to 9,999 employees",Germany,"Employed, full-time","Engineer, site reliability;Educator;Database administrator;Academic researcher;Project manager;Scientist;Product manager;System administrator",European Euro,EUR,,,,30,15,Linux-based;Windows,MariaDB;Redis,MariaDB;Redis,,jQuery;Node.js;Vue.js,Bash/Shell;C;C++;HTML/CSS;Java;JavaScript;Perl;PHP;Python;R;SQL,Assembly;Bash/Shell;C;C++;HTML/CSS;Java;JavaScript;Perl;PHP;Python;R;Ruby;SQL;VBA,,,2022
25-34 years old,Man,Straight / Heterosexual,European,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","10,000 or more employees",USA,"Employed, full-time","Developer, full-stack;Other (please specify):;Cloud infrastructure engineer",United States dollar,USD,205000.0,Yearly,205000.0,9,8,macOS,DynamoDB;Elasticsearch;Redis,DynamoDB;MongoDB,Deno;Next.js;Node.js;Nuxt.js;Play Framework;React.js;Svelte;Vue.js,Express;Node.js;React.js,C++;Go;HTML/CSS;JavaScript;Scala;Swift;TypeScript,HTML/CSS;JavaScript;Swift;TypeScript,AWS;Google Cloud;Microsoft Azure;Oracle Cloud Infrastructure,AWS,2022
25-34 years old,Man,Straight / Heterosexual,White,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",100 to 499 employees,Canada,"Employed, full-time","Developer, full-stack;Developer, back-end;Cloud infrastructure engineer",Canadian dollar,CAD,190000.0,Yearly,148360.0,10,5,macOS,DynamoDB;MySQL,MySQL,Next.js;Node.js,Next.js;Node.js,Kotlin;SQL;TypeScript,Kotlin;SQL;TypeScript,AWS,AWS,2022
25-34 years old,Man,Straight / Heterosexual,White,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",100 to 499 employees,USA,"Employed, full-time","Developer, back-end",United States dollar,USD,175000.0,Yearly,175000.0,10,5,macOS,,PostgreSQL;Redis,,Laravel,Elixir;Go,Java;PHP;Python;SQL,,AWS,2022
25-34 years old,Man,Straight / Heterosexual,Indian,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",,India,"Independent contractor, freelancer, or self-employed;Not employed, and not looking for work",Educator,,,,,,19,,Linux-based,SQLite,SQLite,,,Julia;Lua;Perl;Python;R;Solidity,Julia,,,2022
25-34 years old,Man,Bisexual,White,Some college/university study without earning a degree,"10,000 or more employees",USA,"Employed, full-time","Developer, full-stack",United States dollar,USD,134000.0,Yearly,134000.0,10,7,macOS,Cassandra;Elasticsearch;MariaDB;Microsoft SQL Server;PostgreSQL;Firebase Realtime Database;Redis,Cassandra;Elasticsearch;IBM DB2;MariaDB;Microsoft SQL Server;Oracle;PostgreSQL;Firebase Realtime Database;Redis,Angular;Express;Node.js;Svelte,Angular;Express;Node.js;Svelte,Java;JavaScript;Kotlin;Rust;SQL;TypeScript,Java;JavaScript;Kotlin;PHP;Rust;SQL;TypeScript,DigitalOcean,AWS;DigitalOcean,2022
25-34 years old,Man,Straight / Heterosexual,White,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",500 to 999 employees,USA,"Employed, full-time","Developer, back-end;Other (please specify):",United States dollar,USD,,,,16,11,macOS,PostgreSQL,DynamoDB;Elasticsearch,,,Java;Rust;Scala,Java,AWS;Google Cloud;Microsoft Azure,AWS,2022
25-34 years old,Man,Straight / Heterosexual,White;European,"Other doctoral degree (Ph.D., Ed.D., etc.)","1,000 to 4,999 employees",Germany,"Employed, full-time",Academic researcher;System administrator,European Euro,EUR,5919.0,Monthly,75744.0,13,8,Linux-based,,,,,Bash/Shell;Julia,Bash/Shell;Java;Julia,,,2022
25-34 years old,Man,Straight / Heterosexual,White;European;Middle Eastern,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","1,000 to 4,999 employees",Germany,"Employed, full-time","Engineer, data;Developer, full-stack;Developer, back-end;DevOps specialist",European Euro,EUR,55000.0,Monthly,703848.0,16,12,Windows,Couchbase;CouchDB;Microsoft SQL Server;MongoDB;MySQL;Oracle;PostgreSQL;Redis;SQLite,IBM DB2;Microsoft SQL Server;MongoDB;MySQL;Oracle;PostgreSQL,Angular.js;ASP.NET Core ;Django;jQuery;Laravel;Next.js;Node.js;React.js;Ruby on Rails;Vue.js,ASP.NET;ASP.NET Core ;jQuery;Node.js,Bash/Shell;C#;C++;Go;HTML/CSS;Java;JavaScript;Kotlin;PowerShell;Python;Ruby;Rust;SQL;TypeScript,Bash/Shell;C;C#;C++;COBOL;Groovy;HTML/CSS;Java;JavaScript;MATLAB;PHP;PowerShell;Python;SQL;VBA,AWS;Google Cloud;Microsoft Azure;Oracle Cloud Infrastructure,Microsoft Azure;VMware,2022
18-24 years old,Man,Straight / Heterosexual,White;North American,Some college/university study without earning a degree,,USA,"Student, part-time;Not employed, but looking for work","Student;Developer, game or graphics",,,,,,7,,,,,,Flask,Rust,Lua;Python;Rust,,,2022
25-34 years old,Man,Straight / Heterosexual,European,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",20 to 99 employees,Germany,"Employed, full-time","Developer, full-stack",European Euro,EUR,45000.0,Yearly,47990.0,7,3,Linux-based,MongoDB;PostgreSQL,MongoDB;PostgreSQL,Flask;Vue.js,Flask;Vue.js,Bash/Shell;C;C++;HTML/CSS;JavaScript;Python;Rust;SQL,Bash/Shell;C;C++;HTML/CSS;JavaScript;Python;SQL,,,2022
25-34 years old,Man,Straight / Heterosexual,European,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",20 to 99 employees,Germany,"Employed, full-time","Data scientist or machine learning specialist;Engineer, data;Developer, back-end;Developer, embedded applications or devices;Cloud infrastructure engineer",European Euro,EUR,72000.0,Yearly,76783.0,14,8,Linux-based,PostgreSQL;SQLite,MongoDB;PostgreSQL;Redis;SQLite,,,Python;Rust;SQL,Bash/Shell;C;Dart;Go;HTML/CSS;Python;Rust;SQL,,Microsoft Azure,2022
18-24 years old,Man,Straight / Heterosexual,White,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",I don’t know,UK,"Employed, full-time","Developer, back-end;Developer, mobile;Academic researcher;Cloud infrastructure engineer;Designer",Pound sterling,GBP,42000.0,Yearly,52769.0,5,1,macOS;Windows,Cloud Firestore;MySQL;Firebase Realtime Database;SQLite,Cloud Firestore;MySQL;Firebase Realtime Database;SQLite,Django;FastAPI;Next.js;Node.js;React.js,Angular;Django;FastAPI;Flask;Next.js;Node.js;React.js;Vue.js,C++;Dart;Go;JavaScript;Python;TypeScript,Dart;Go;HTML/CSS;Java;JavaScript;Kotlin;Objective-C;Python;TypeScript,AWS;Firebase;Google Cloud;Heroku,AWS;Firebase;Google Cloud;Heroku,2022
18-24 years old,"Woman;Non-binary, genderqueer, or gender non-conforming",Bisexual;Prefer to self-describe:;Queer,European,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",,USA,"Student, full-time",,,,,,,7,,Linux-based,,PostgreSQL,Deno;Svelte,Node.js;React.js,Bash/Shell;HTML/CSS;JavaScript;Python;Rust,Bash/Shell;C;Go;HTML/CSS;Java;JavaScript;Python;Rust;SQL,,AWS;Google Cloud,2022
18-24 years old,Man,Straight / Heterosexual,White,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","1,000 to 4,999 employees",USA,"Employed, full-time","Developer, back-end",United States dollar,USD,150000.0,Yearly,150000.0,6,4,Linux-based,Cloud Firestore,Elasticsearch;MariaDB;MySQL;PostgreSQL,,Node.js;Nuxt.js;Vue.js,Go,Bash/Shell;Go;HTML/CSS;JavaScript;PHP;Python,Google Cloud,AWS;Google Cloud,2022
45-54 years old,Man,Straight / Heterosexual,White,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","10,000 or more employees",Germany,"Employed, full-time",Other (please specify):,European Euro,EUR,,Monthly,,33,22,Windows,DynamoDB;PostgreSQL,DynamoDB;PostgreSQL,Angular;FastAPI;jQuery;React.js,Angular;jQuery,Bash/Shell;C;HTML/CSS;Java;JavaScript;Python;TypeScript,Bash/Shell;C;HTML/CSS;Java;JavaScript;Python;TypeScript;VBA,AWS;Google Cloud;IBM Cloud or Watson;Microsoft Azure,AWS,2022
18-24 years old,Man,Bisexual,White,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",100 to 499 employees,USA,"Employed, full-time;Independent contractor, freelancer, or self-employed","Developer, front-end;Developer, full-stack;Developer, back-end;Developer, desktop or enterprise applications;Developer, mobile;Database administrator;Developer, embedded applications or devices;Cloud infrastructure engineer;Designer",United States dollar,USD,120000.0,Yearly,120000.0,10,5,macOS,,Cloud Firestore;Firebase Realtime Database,,,Go,Dart;Java;JavaScript;Kotlin;Objective-C;Swift,,AWS;Firebase;Google Cloud,2022
25-34 years old,Prefer not to say,Prefer not to say,Indian,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2 to 9 employees,India,"Employed, full-time;Independent contractor, freelancer, or self-employed","Developer, full-stack",European Euro,EUR,70000.0,Yearly,74651.0,9,5,macOS,PostgreSQL,DynamoDB;PostgreSQL,Django,Django,Clojure;Haskell;Java;Python,Bash/Shell;Clojure;Java;JavaScript;Python,DigitalOcean;Linode,AWS;DigitalOcean;Google Cloud,2022
35-44 years old,Man,Straight / Heterosexual,White,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",2 to 9 employees,USA,"Employed, part-time",Data scientist or machine learning specialist;Academic researcher;Data or business analyst;Scientist,United States dollar,USD,120000.0,Yearly,120000.0,14,9,macOS;Windows,PostgreSQL,Microsoft SQL Server;MongoDB;MySQL;PostgreSQL,,,Python;R;SQL,R;SQL,AWS,AWS,2022
55-64 years old,Man,Prefer not to say,Prefer not to say,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","1,000 to 4,999 employees",USA,"Employed, full-time","Developer, full-stack",United States dollar,USD,,,,,,Windows,,,Angular;ASP.NET Core ,Angular;ASP.NET Core ,C#;TypeScript,C#;TypeScript,Microsoft Azure,Microsoft Azure,2022
18-24 years old,Man,Bisexual,Hispanic or Latino/a;South American,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",10 to 19 employees,Argentina,"Employed, full-time","Developer, full-stack;Developer, back-end;Student;DevOps specialist",Argentine peso,ARS,90000.0,Monthly,9084.0,5,2,Windows,Cloud Firestore;DynamoDB;Microsoft SQL Server;MongoDB;PostgreSQL,Cloud Firestore;Microsoft SQL Server;MongoDB;PostgreSQL,Fastify;Node.js;React.js;Vue.js,Node.js;React.js;Vue.js,JavaScript;Python;R;SQL;TypeScript,JavaScript;SQL,AWS;DigitalOcean;Firebase;Google Cloud,Firebase;Google Cloud,2022
